condition	study_count	taxon_1578	taxon_838	taxon_186803	taxon_816	taxon_1301	taxon_1678	taxon_216851	taxon_1239	taxon_201174	taxon_216572	taxon_976	taxon_1263	taxon_572511	taxon_1224	taxon_375288	taxon_543	taxon_1485	taxon_841	taxon_186802	taxon_239759	taxon_29465	taxon_186801	taxon_171552	taxon_171549	taxon_39948	taxon_848	taxon_239934	taxon_33042	taxon_33958	taxon_91061	taxon_724	taxon_186826	taxon_189330	taxon_200643	taxon_1350	taxon_128827	taxon_1236	taxon_31977	taxon_1654	taxon_186804	taxon_28050	taxon_906	taxon_84107	taxon_1300	taxon_33024	taxon_40544	taxon_31953	taxon_570	taxon_207244	taxon_102106	taxon_91347	taxon_171550	taxon_459786	taxon_872	taxon_1279	taxon_815	taxon_283168	taxon_1506553	taxon_286	taxon_292632	taxon_1716	taxon_1378	taxon_31979	taxon_2005473	taxon_836	taxon_1283313	taxon_1730	taxon_84999	taxon_482	taxon_1940338	taxon_580596	taxon_1501226	taxon_577310	taxon_191303	taxon_171551	taxon_74201	taxon_32207	taxon_574697	taxon_853	taxon_158846	taxon_239935	taxon_1407607	taxon_85004	taxon_1257	taxon_35832	taxon_561	taxon_562	taxon_526525	taxon_577309	taxon_712	taxon_1357	taxon_33038	taxon_194924	taxon_117563	taxon_244127	taxon_469	taxon_32066	taxon_990719	taxon_194	taxon_119852
Response to transplant	29	0.3448275862068966	0.13793103448275862	0.41379310344827586	0.4827586206896552	0.3448275862068966	0.13793103448275862	0.3103448275862069	0.27586206896551724	0.2413793103448276	0.3448275862068966	0.3793103448275862	0.3793103448275862	0.3103448275862069	0.27586206896551724	0.2413793103448276	0.2413793103448276	0.3448275862068966	0.3103448275862069	0.2413793103448276	0.27586206896551724	0.06896551724137931	0.2413793103448276	0.2413793103448276	0.27586206896551724	0.10344827586206896	0.06896551724137931	0.27586206896551724	0.10344827586206896	0.3448275862068966	0.2413793103448276	0.034482758620689655	0.2413793103448276	0.20689655172413793	0.27586206896551724	0.13793103448275862	0.1724137931034483	0.3103448275862069	0.06896551724137931	0.06896551724137931	0.1724137931034483	0.06896551724137931	0.0	0.20689655172413793	0.2413793103448276	0.10344827586206896	0.13793103448275862	0.10344827586206896	0.13793103448275862	0.1724137931034483	0.1724137931034483	0.20689655172413793	0.20689655172413793	0.13793103448275862	0.2413793103448276	0.10344827586206896	0.3103448275862069	0.10344827586206896	0.1724137931034483	0.10344827586206896	0.10344827586206896	0.06896551724137931	0.10344827586206896	0.1724137931034483	0.2413793103448276	0.034482758620689655	0.1724137931034483	0.20689655172413793	0.1724137931034483	0.06896551724137931	0.13793103448275862	0.1724137931034483	0.27586206896551724	0.13793103448275862	0.1724137931034483	0.10344827586206896	0.1724137931034483	0.06896551724137931	0.13793103448275862	0.0	0.034482758620689655	0.1724137931034483	0.13793103448275862	0.10344827586206896	0.06896551724137931	0.2413793103448276	0.06896551724137931	0.1724137931034483	0.1724137931034483	0.13793103448275862	0.0	0.1724137931034483	0.13793103448275862	0.1724137931034483	0.034482758620689655	0.2413793103448276	0.06896551724137931	0.10344827586206896	0.06896551724137931	0.034482758620689655	0.10344827586206896
Pulmonary tuberculosis	28	0.03571428571428571	0.25	0.17857142857142858	0.17857142857142858	0.21428571428571427	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.0	0.07142857142857142	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.0	0.21428571428571427	0.07142857142857142	0.10714285714285714	0.0	0.03571428571428571	0.10714285714285714	0.03571428571428571	0.10714285714285714	0.07142857142857142	0.10714285714285714	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.0	0.10714285714285714	0.07142857142857142	0.03571428571428571	0.10714285714285714	0.03571428571428571	0.14285714285714285	0.10714285714285714	0.10714285714285714	0.07142857142857142	0.10714285714285714	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.10714285714285714	0.07142857142857142	0.03571428571428571	0.03571428571428571	0.07142857142857142	0.17857142857142858	0.10714285714285714	0.10714285714285714	0.03571428571428571	0.03571428571428571	0.0	0.0	0.03571428571428571	0.03571428571428571	0.0	0.03571428571428571	0.07142857142857142	0.14285714285714285	0.10714285714285714	0.0	0.07142857142857142	0.07142857142857142	0.0	0.14285714285714285	0.03571428571428571	0.03571428571428571	0.10714285714285714	0.10714285714285714	0.0	0.03571428571428571	0.03571428571428571	0.0	0.03571428571428571	0.0	0.0	0.0	0.03571428571428571	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.03571428571428571	0.03571428571428571	0.0	0.03571428571428571	0.03571428571428571	0.10714285714285714	0.03571428571428571	0.0	0.0	0.0	0.07142857142857142	0.07142857142857142	0.0	0.07142857142857142	0.03571428571428571	0.03571428571428571	0.0	0.0
Smoking behavior	27	0.1111111111111111	0.3333333333333333	0.14814814814814814	0.07407407407407407	0.4074074074074074	0.1111111111111111	0.07407407407407407	0.14814814814814814	0.18518518518518517	0.07407407407407407	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.2962962962962963	0.07407407407407407	0.07407407407407407	0.0	0.07407407407407407	0.1111111111111111	0.07407407407407407	0.3333333333333333	0.0	0.07407407407407407	0.037037037037037035	0.18518518518518517	0.4444444444444444	0.037037037037037035	0.1111111111111111	0.0	0.037037037037037035	0.4074074074074074	0.07407407407407407	0.1111111111111111	0.07407407407407407	0.0	0.07407407407407407	0.1111111111111111	0.07407407407407407	0.3333333333333333	0.1111111111111111	0.0	0.25925925925925924	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.1111111111111111	0.037037037037037035	0.0	0.07407407407407407	0.037037037037037035	0.1111111111111111	0.07407407407407407	0.07407407407407407	0.0	0.07407407407407407	0.037037037037037035	0.037037037037037035	0.0	0.037037037037037035	0.07407407407407407	0.2962962962962963	0.4074074074074074	0.0	0.0	0.2962962962962963	0.18518518518518517	0.1111111111111111	0.037037037037037035	0.4444444444444444	0.07407407407407407	0.037037037037037035	0.0	0.037037037037037035	0.0	0.07407407407407407	0.037037037037037035	0.2222222222222222	0.037037037037037035	0.0	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.25925925925925924	0.07407407407407407	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.07407407407407407	0.1111111111111111	0.0	0.037037037037037035	0.2222222222222222	0.0	0.07407407407407407	0.037037037037037035	0.0	0.3333333333333333	0.0
Antimicrobial agent	27	0.3333333333333333	0.1111111111111111	0.25925925925925924	0.37037037037037035	0.18518518518518517	0.2962962962962963	0.2222222222222222	0.2222222222222222	0.14814814814814814	0.14814814814814814	0.14814814814814814	0.14814814814814814	0.2962962962962963	0.07407407407407407	0.1111111111111111	0.18518518518518517	0.25925925925925924	0.2222222222222222	0.18518518518518517	0.14814814814814814	0.18518518518518517	0.037037037037037035	0.07407407407407407	0.2222222222222222	0.0	0.037037037037037035	0.07407407407407407	0.1111111111111111	0.037037037037037035	0.037037037037037035	0.07407407407407407	0.1111111111111111	0.037037037037037035	0.1111111111111111	0.18518518518518517	0.07407407407407407	0.037037037037037035	0.07407407407407407	0.0	0.1111111111111111	0.1111111111111111	0.07407407407407407	0.037037037037037035	0.037037037037037035	0.0	0.07407407407407407	0.2222222222222222	0.037037037037037035	0.07407407407407407	0.037037037037037035	0.0	0.07407407407407407	0.037037037037037035	0.037037037037037035	0.07407407407407407	0.1111111111111111	0.07407407407407407	0.037037037037037035	0.0	0.0	0.0	0.0	0.1111111111111111	0.037037037037037035	0.037037037037037035	0.0	0.07407407407407407	0.0	0.037037037037037035	0.07407407407407407	0.0	0.037037037037037035	0.037037037037037035	0.0	0.07407407407407407	0.037037037037037035	0.037037037037037035	0.1111111111111111	0.1111111111111111	0.037037037037037035	0.07407407407407407	0.037037037037037035	0.037037037037037035	0.0	0.0	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.07407407407407407	0.037037037037037035	0.07407407407407407	0.0	0.037037037037037035	0.0	0.0	0.0	0.0	0.0	0.07407407407407407
Alzheimer's disease	27	0.14814814814814814	0.2962962962962963	0.3333333333333333	0.4444444444444444	0.18518518518518517	0.25925925925925924	0.2222222222222222	0.25925925925925924	0.2962962962962963	0.2222222222222222	0.1111111111111111	0.14814814814814814	0.2962962962962963	0.2222222222222222	0.18518518518518517	0.1111111111111111	0.1111111111111111	0.18518518518518517	0.1111111111111111	0.2222222222222222	0.18518518518518517	0.2222222222222222	0.18518518518518517	0.18518518518518517	0.25925925925925924	0.14814814814814814	0.2222222222222222	0.1111111111111111	0.18518518518518517	0.18518518518518517	0.18518518518518517	0.14814814814814814	0.07407407407407407	0.14814814814814814	0.14814814814814814	0.1111111111111111	0.2222222222222222	0.1111111111111111	0.07407407407407407	0.07407407407407407	0.1111111111111111	0.1111111111111111	0.037037037037037035	0.07407407407407407	0.07407407407407407	0.18518518518518517	0.14814814814814814	0.037037037037037035	0.1111111111111111	0.18518518518518517	0.14814814814814814	0.14814814814814814	0.1111111111111111	0.037037037037037035	0.14814814814814814	0.2222222222222222	0.07407407407407407	0.1111111111111111	0.18518518518518517	0.1111111111111111	0.1111111111111111	0.07407407407407407	0.14814814814814814	0.07407407407407407	0.07407407407407407	0.25925925925925924	0.1111111111111111	0.14814814814814814	0.037037037037037035	0.14814814814814814	0.14814814814814814	0.037037037037037035	0.037037037037037035	0.07407407407407407	0.07407407407407407	0.1111111111111111	0.07407407407407407	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.14814814814814814	0.0	0.037037037037037035	0.1111111111111111	0.07407407407407407	0.07407407407407407	0.1111111111111111	0.1111111111111111	0.0	0.07407407407407407	0.07407407407407407	0.0	0.1111111111111111	0.1111111111111111	0.0	0.037037037037037035	0.07407407407407407	0.0
Response to diet	27	0.3333333333333333	0.14814814814814814	0.37037037037037035	0.2962962962962963	0.037037037037037035	0.2222222222222222	0.037037037037037035	0.2962962962962963	0.14814814814814814	0.37037037037037035	0.25925925925925924	0.1111111111111111	0.14814814814814814	0.25925925925925924	0.18518518518518517	0.1111111111111111	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.18518518518518517	0.037037037037037035	0.14814814814814814	0.1111111111111111	0.1111111111111111	0.0	0.0	0.14814814814814814	0.037037037037037035	0.3333333333333333	0.1111111111111111	0.0	0.14814814814814814	0.2222222222222222	0.14814814814814814	0.07407407407407407	0.14814814814814814	0.1111111111111111	0.07407407407407407	0.037037037037037035	0.18518518518518517	0.037037037037037035	0.037037037037037035	0.1111111111111111	0.07407407407407407	0.14814814814814814	0.037037037037037035	0.1111111111111111	0.07407407407407407	0.037037037037037035	0.07407407407407407	0.07407407407407407	0.14814814814814814	0.14814814814814814	0.2222222222222222	0.07407407407407407	0.1111111111111111	0.1111111111111111	0.037037037037037035	0.07407407407407407	0.037037037037037035	0.0	0.07407407407407407	0.1111111111111111	0.1111111111111111	0.0	0.1111111111111111	0.07407407407407407	0.07407407407407407	0.0	0.0	0.1111111111111111	0.1111111111111111	0.07407407407407407	0.037037037037037035	0.07407407407407407	0.1111111111111111	0.0	0.07407407407407407	0.037037037037037035	0.0	0.14814814814814814	0.0	0.1111111111111111	0.037037037037037035	0.14814814814814814	0.07407407407407407	0.1111111111111111	0.07407407407407407	0.14814814814814814	0.0	0.037037037037037035	0.037037037037037035	0.1111111111111111	0.07407407407407407	0.07407407407407407	0.037037037037037035	0.0	0.037037037037037035	0.0	0.1111111111111111
Age	26	0.2692307692307692	0.19230769230769232	0.4230769230769231	0.34615384615384615	0.4230769230769231	0.34615384615384615	0.38461538461538464	0.23076923076923078	0.2692307692307692	0.3076923076923077	0.19230769230769232	0.2692307692307692	0.2692307692307692	0.19230769230769232	0.23076923076923078	0.2692307692307692	0.2692307692307692	0.23076923076923078	0.15384615384615385	0.23076923076923078	0.38461538461538464	0.07692307692307693	0.038461538461538464	0.07692307692307693	0.19230769230769232	0.15384615384615385	0.2692307692307692	0.19230769230769232	0.19230769230769232	0.23076923076923078	0.3076923076923077	0.15384615384615385	0.2692307692307692	0.07692307692307693	0.23076923076923078	0.23076923076923078	0.07692307692307693	0.11538461538461539	0.19230769230769232	0.15384615384615385	0.23076923076923078	0.038461538461538464	0.23076923076923078	0.19230769230769232	0.19230769230769232	0.19230769230769232	0.11538461538461539	0.23076923076923078	0.19230769230769232	0.11538461538461539	0.11538461538461539	0.15384615384615385	0.15384615384615385	0.19230769230769232	0.15384615384615385	0.038461538461538464	0.19230769230769232	0.19230769230769232	0.07692307692307693	0.11538461538461539	0.19230769230769232	0.15384615384615385	0.15384615384615385	0.19230769230769232	0.11538461538461539	0.15384615384615385	0.07692307692307693	0.11538461538461539	0.15384615384615385	0.15384615384615385	0.23076923076923078	0.11538461538461539	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.15384615384615385	0.19230769230769232	0.15384615384615385	0.07692307692307693	0.11538461538461539	0.0	0.11538461538461539	0.11538461538461539	0.038461538461538464	0.15384615384615385	0.11538461538461539	0.07692307692307693	0.038461538461538464	0.07692307692307693	0.038461538461538464	0.07692307692307693	0.038461538461538464	0.15384615384615385	0.19230769230769232	0.15384615384615385	0.038461538461538464	0.0	0.07692307692307693	0.07692307692307693	0.11538461538461539
Schizophrenia	23	0.2608695652173913	0.34782608695652173	0.17391304347826086	0.13043478260869565	0.21739130434782608	0.17391304347826086	0.30434782608695654	0.21739130434782608	0.17391304347826086	0.21739130434782608	0.08695652173913043	0.2608695652173913	0.17391304347826086	0.21739130434782608	0.08695652173913043	0.17391304347826086	0.13043478260869565	0.21739130434782608	0.30434782608695654	0.13043478260869565	0.21739130434782608	0.17391304347826086	0.21739130434782608	0.21739130434782608	0.17391304347826086	0.2608695652173913	0.13043478260869565	0.2608695652173913	0.13043478260869565	0.043478260869565216	0.13043478260869565	0.043478260869565216	0.17391304347826086	0.17391304347826086	0.17391304347826086	0.13043478260869565	0.13043478260869565	0.13043478260869565	0.13043478260869565	0.17391304347826086	0.043478260869565216	0.2608695652173913	0.17391304347826086	0.08695652173913043	0.21739130434782608	0.08695652173913043	0.13043478260869565	0.08695652173913043	0.08695652173913043	0.21739130434782608	0.17391304347826086	0.08695652173913043	0.0	0.13043478260869565	0.043478260869565216	0.043478260869565216	0.08695652173913043	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.17391304347826086	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.0	0.043478260869565216	0.13043478260869565	0.17391304347826086	0.043478260869565216	0.043478260869565216	0.2608695652173913	0.043478260869565216	0.08695652173913043	0.13043478260869565	0.08695652173913043	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.043478260869565216	0.08695652173913043	0.043478260869565216	0.08695652173913043	0.08695652173913043	0.0	0.08695652173913043	0.043478260869565216	0.08695652173913043	0.08695652173913043	0.08695652173913043	0.13043478260869565	0.043478260869565216	0.043478260869565216	0.08695652173913043	0.0	0.08695652173913043	0.043478260869565216	0.08695652173913043	0.08695652173913043	0.0	0.08695652173913043
Human papilloma virus infection	22	0.4090909090909091	0.2727272727272727	0.13636363636363635	0.045454545454545456	0.22727272727272727	0.18181818181818182	0.09090909090909091	0.18181818181818182	0.09090909090909091	0.0	0.22727272727272727	0.045454545454545456	0.045454545454545456	0.13636363636363635	0.0	0.09090909090909091	0.13636363636363635	0.09090909090909091	0.22727272727272727	0.045454545454545456	0.09090909090909091	0.22727272727272727	0.18181818181818182	0.18181818181818182	0.22727272727272727	0.13636363636363635	0.0	0.045454545454545456	0.2727272727272727	0.22727272727272727	0.13636363636363635	0.3181818181818182	0.0	0.18181818181818182	0.045454545454545456	0.045454545454545456	0.18181818181818182	0.18181818181818182	0.18181818181818182	0.18181818181818182	0.045454545454545456	0.36363636363636365	0.045454545454545456	0.13636363636363635	0.045454545454545456	0.045454545454545456	0.18181818181818182	0.045454545454545456	0.0	0.0	0.045454545454545456	0.09090909090909091	0.0	0.0	0.13636363636363635	0.0	0.045454545454545456	0.0	0.13636363636363635	0.0	0.045454545454545456	0.13636363636363635	0.045454545454545456	0.0	0.18181818181818182	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	0.045454545454545456	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.09090909090909091	0.22727272727272727	0.045454545454545456	0.045454545454545456	0.0	0.045454545454545456	0.0	0.09090909090909091	0.0	0.0	0.0	0.045454545454545456	0.0	0.0	0.22727272727272727	0.0	0.0	0.0
Gastric cancer	22	0.5	0.4090909090909091	0.36363636363636365	0.2727272727272727	0.5454545454545454	0.3181818181818182	0.22727272727272727	0.22727272727272727	0.2727272727272727	0.09090909090909091	0.3181818181818182	0.18181818181818182	0.18181818181818182	0.2727272727272727	0.22727272727272727	0.2727272727272727	0.22727272727272727	0.18181818181818182	0.2727272727272727	0.22727272727272727	0.4090909090909091	0.2727272727272727	0.2727272727272727	0.22727272727272727	0.4090909090909091	0.5	0.09090909090909091	0.18181818181818182	0.3181818181818182	0.3181818181818182	0.22727272727272727	0.3181818181818182	0.13636363636363635	0.22727272727272727	0.13636363636363635	0.09090909090909091	0.18181818181818182	0.2727272727272727	0.36363636363636365	0.2727272727272727	0.13636363636363635	0.09090909090909091	0.0	0.3181818181818182	0.2727272727272727	0.22727272727272727	0.13636363636363635	0.18181818181818182	0.13636363636363635	0.045454545454545456	0.22727272727272727	0.13636363636363635	0.18181818181818182	0.045454545454545456	0.18181818181818182	0.18181818181818182	0.09090909090909091	0.18181818181818182	0.2727272727272727	0.09090909090909091	0.18181818181818182	0.22727272727272727	0.13636363636363635	0.13636363636363635	0.22727272727272727	0.13636363636363635	0.13636363636363635	0.0	0.36363636363636365	0.0	0.045454545454545456	0.09090909090909091	0.09090909090909091	0.13636363636363635	0.22727272727272727	0.09090909090909091	0.13636363636363635	0.045454545454545456	0.0	0.22727272727272727	0.09090909090909091	0.045454545454545456	0.13636363636363635	0.4090909090909091	0.045454545454545456	0.13636363636363635	0.045454545454545456	0.09090909090909091	0.045454545454545456	0.09090909090909091	0.09090909090909091	0.0	0.045454545454545456	0.18181818181818182	0.09090909090909091	0.2727272727272727	0.18181818181818182	0.045454545454545456	0.09090909090909091	0.045454545454545456
Crohn's disease	21	0.19047619047619047	0.3333333333333333	0.2857142857142857	0.3333333333333333	0.38095238095238093	0.38095238095238093	0.38095238095238093	0.3333333333333333	0.23809523809523808	0.2857142857142857	0.23809523809523808	0.38095238095238093	0.23809523809523808	0.2857142857142857	0.3333333333333333	0.19047619047619047	0.19047619047619047	0.38095238095238093	0.23809523809523808	0.3333333333333333	0.23809523809523808	0.2857142857142857	0.047619047619047616	0.19047619047619047	0.14285714285714285	0.09523809523809523	0.19047619047619047	0.2857142857142857	0.047619047619047616	0.23809523809523808	0.14285714285714285	0.23809523809523808	0.19047619047619047	0.19047619047619047	0.19047619047619047	0.09523809523809523	0.19047619047619047	0.09523809523809523	0.23809523809523808	0.14285714285714285	0.19047619047619047	0.047619047619047616	0.14285714285714285	0.2857142857142857	0.19047619047619047	0.14285714285714285	0.14285714285714285	0.19047619047619047	0.14285714285714285	0.09523809523809523	0.09523809523809523	0.047619047619047616	0.09523809523809523	0.047619047619047616	0.09523809523809523	0.047619047619047616	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.19047619047619047	0.14285714285714285	0.047619047619047616	0.14285714285714285	0.047619047619047616	0.09523809523809523	0.047619047619047616	0.14285714285714285	0.09523809523809523	0.09523809523809523	0.047619047619047616	0.23809523809523808	0.09523809523809523	0.09523809523809523	0.09523809523809523	0.047619047619047616	0.09523809523809523	0.09523809523809523	0.19047619047619047	0.19047619047619047	0.19047619047619047	0.19047619047619047	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.047619047619047616	0.14285714285714285	0.09523809523809523	0.047619047619047616	0.0	0.047619047619047616	0.0	0.23809523809523808	0.047619047619047616	0.047619047619047616	0.047619047619047616	0.047619047619047616	0.0	0.09523809523809523	0.047619047619047616	0.0
Endometriosis	20	0.4	0.3	0.05	0.25	0.3	0.15	0.0	0.1	0.1	0.0	0.05	0.05	0.2	0.05	0.15	0.2	0.05	0.05	0.1	0.0	0.1	0.0	0.1	0.2	0.15	0.05	0.05	0.15	0.05	0.0	0.1	0.05	0.1	0.05	0.25	0.05	0.0	0.05	0.15	0.05	0.15	0.2	0.1	0.05	0.1	0.05	0.05	0.0	0.05	0.05	0.0	0.0	0.0	0.0	0.1	0.0	0.05	0.0	0.2	0.0	0.1	0.05	0.0	0.0	0.05	0.15	0.05	0.0	0.1	0.1	0.15	0.0	0.15	0.1	0.0	0.05	0.05	0.0	0.0	0.05	0.0	0.0	0.05	0.0	0.0	0.05	0.0	0.0	0.1	0.0	0.15	0.1	0.0	0.05	0.05	0.1	0.0	0.0	0.05	0.1
Breast cancer	20	0.15	0.3	0.2	0.25	0.2	0.25	0.1	0.25	0.2	0.3	0.25	0.25	0.2	0.2	0.2	0.25	0.15	0.05	0.15	0.05	0.15	0.15	0.15	0.1	0.2	0.1	0.2	0.1	0.1	0.1	0.15	0.1	0.15	0.1	0.0	0.0	0.15	0.1	0.3	0.1	0.05	0.1	0.15	0.1	0.1	0.05	0.1	0.05	0.1	0.1	0.15	0.05	0.1	0.1	0.25	0.15	0.1	0.0	0.2	0.0	0.3	0.05	0.1	0.1	0.15	0.05	0.05	0.1	0.1	0.0	0.0	0.1	0.0	0.0	0.15	0.15	0.1	0.05	0.15	0.05	0.1	0.0	0.05	0.05	0.15	0.1	0.15	0.0	0.0	0.1	0.15	0.0	0.05	0.1	0.0	0.15	0.05	0.15	0.15	0.05
Rheumatoid arthritis	18	0.16666666666666666	0.2222222222222222	0.05555555555555555	0.0	0.4444444444444444	0.16666666666666666	0.1111111111111111	0.16666666666666666	0.16666666666666666	0.05555555555555555	0.16666666666666666	0.05555555555555555	0.1111111111111111	0.16666666666666666	0.0	0.0	0.05555555555555555	0.1111111111111111	0.0	0.0	0.1111111111111111	0.05555555555555555	0.05555555555555555	0.1111111111111111	0.16666666666666666	0.16666666666666666	0.0	0.05555555555555555	0.1111111111111111	0.16666666666666666	0.1111111111111111	0.16666666666666666	0.0	0.1111111111111111	0.0	0.2222222222222222	0.05555555555555555	0.16666666666666666	0.3888888888888889	0.05555555555555555	0.05555555555555555	0.1111111111111111	0.2222222222222222	0.2222222222222222	0.0	0.0	0.0	0.05555555555555555	0.0	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.1111111111111111	0.05555555555555555	0.05555555555555555	0.0	0.1111111111111111	0.05555555555555555	0.05555555555555555	0.1111111111111111	0.16666666666666666	0.1111111111111111	0.0	0.2777777777777778	0.0	0.1111111111111111	0.16666666666666666	0.2222222222222222	0.0	0.05555555555555555	0.05555555555555555	0.0	0.1111111111111111	0.05555555555555555	0.0	0.2222222222222222	0.0	0.0	0.0	0.0	0.05555555555555555	0.0	0.0	0.0	0.05555555555555555	0.0	0.1111111111111111	0.0	0.05555555555555555	0.0	0.0	0.05555555555555555	0.0	0.0	0.0	0.1111111111111111	0.0	0.05555555555555555	0.0
Ulcerative colitis	17	0.17647058823529413	0.47058823529411764	0.23529411764705882	0.11764705882352941	0.23529411764705882	0.29411764705882354	0.35294117647058826	0.35294117647058826	0.23529411764705882	0.23529411764705882	0.29411764705882354	0.23529411764705882	0.17647058823529413	0.29411764705882354	0.17647058823529413	0.17647058823529413	0.11764705882352941	0.23529411764705882	0.17647058823529413	0.35294117647058826	0.29411764705882354	0.23529411764705882	0.17647058823529413	0.17647058823529413	0.11764705882352941	0.17647058823529413	0.17647058823529413	0.29411764705882354	0.058823529411764705	0.23529411764705882	0.23529411764705882	0.23529411764705882	0.058823529411764705	0.23529411764705882	0.11764705882352941	0.058823529411764705	0.17647058823529413	0.11764705882352941	0.23529411764705882	0.11764705882352941	0.29411764705882354	0.058823529411764705	0.058823529411764705	0.11764705882352941	0.23529411764705882	0.17647058823529413	0.17647058823529413	0.11764705882352941	0.058823529411764705	0.058823529411764705	0.11764705882352941	0.0	0.11764705882352941	0.058823529411764705	0.058823529411764705	0.0	0.11764705882352941	0.11764705882352941	0.17647058823529413	0.11764705882352941	0.058823529411764705	0.058823529411764705	0.058823529411764705	0.058823529411764705	0.058823529411764705	0.058823529411764705	0.0	0.11764705882352941	0.058823529411764705	0.11764705882352941	0.23529411764705882	0.11764705882352941	0.058823529411764705	0.11764705882352941	0.0	0.0	0.11764705882352941	0.23529411764705882	0.17647058823529413	0.17647058823529413	0.17647058823529413	0.17647058823529413	0.17647058823529413	0.29411764705882354	0.058823529411764705	0.11764705882352941	0.11764705882352941	0.058823529411764705	0.0	0.058823529411764705	0.058823529411764705	0.29411764705882354	0.058823529411764705	0.058823529411764705	0.058823529411764705	0.0	0.11764705882352941	0.058823529411764705	0.058823529411764705	0.0
Chronic constipation	17	0.23529411764705882	0.17647058823529413	0.35294117647058826	0.47058823529411764	0.29411764705882354	0.29411764705882354	0.29411764705882354	0.29411764705882354	0.17647058823529413	0.5882352941176471	0.4117647058823529	0.23529411764705882	0.11764705882352941	0.35294117647058826	0.4117647058823529	0.47058823529411764	0.23529411764705882	0.35294117647058826	0.47058823529411764	0.29411764705882354	0.17647058823529413	0.17647058823529413	0.11764705882352941	0.4117647058823529	0.17647058823529413	0.11764705882352941	0.4117647058823529	0.058823529411764705	0.29411764705882354	0.17647058823529413	0.11764705882352941	0.17647058823529413	0.17647058823529413	0.23529411764705882	0.11764705882352941	0.35294117647058826	0.23529411764705882	0.17647058823529413	0.058823529411764705	0.23529411764705882	0.23529411764705882	0.17647058823529413	0.23529411764705882	0.23529411764705882	0.11764705882352941	0.23529411764705882	0.11764705882352941	0.29411764705882354	0.17647058823529413	0.11764705882352941	0.4117647058823529	0.17647058823529413	0.35294117647058826	0.11764705882352941	0.0	0.4117647058823529	0.23529411764705882	0.23529411764705882	0.11764705882352941	0.35294117647058826	0.0	0.0	0.11764705882352941	0.23529411764705882	0.0	0.0	0.11764705882352941	0.17647058823529413	0.0	0.23529411764705882	0.11764705882352941	0.17647058823529413	0.11764705882352941	0.0	0.23529411764705882	0.17647058823529413	0.0	0.17647058823529413	0.058823529411764705	0.17647058823529413	0.17647058823529413	0.29411764705882354	0.058823529411764705	0.0	0.11764705882352941	0.11764705882352941	0.17647058823529413	0.23529411764705882	0.11764705882352941	0.11764705882352941	0.17647058823529413	0.23529411764705882	0.11764705882352941	0.0	0.17647058823529413	0.058823529411764705	0.058823529411764705	0.29411764705882354	0.058823529411764705	0.11764705882352941
